,text,sentiment
1163,I love my kindle fire it holds a library of books that I can read anywhere. I change from my kindle fire to my phone if I don't have the kindle with me. So I can start right where I am in the book and then finish up on my kindle fire when I can. I play games and listen to books all on this device. Love it,POSITIVE
1164,Just ok even for the low price of 33$. It's more like a toy than a tablet.,NEGATIVE
1165,"This was the perfect gift for high school graduates. I went to get the 8GB but for $10 more I could get them both more storage. Let me tell you, they loved the gift and thought it was the best of all time. I've decided this is the gift I will buy for all birthdays and holidays this year!",POSITIVE
1166,"Bought this for my daughter's 4th birthday, I love how easily she can just click and download whatever she wants without bugging me for passwords. The 2 year worry free guarantee is also very nice to have since kids will be kids!",POSITIVE
1167,Good for the kids and it works for playing games and reading. Exactly what I needed it for. Very happy.,POSITIVE
1168,Great product for beginners and senior citizens. Simple to operate.,POSITIVE
1169,Bought it for my nephew and he loved it. Great purchase,POSITIVE
1170,"I spend a lot of time looking at a computer screen; when it comes time for leisure reading, it is nice to have relief from bright light. The paperwhite Kindle provides a very eye-friendly experience, with sharp text even at a small size. And there's no struggle with holding open pages of a book. Unlike the Kindle Fire, obviously, it is not a good choice for browsing the web or reading e-mail. Navigation between books is not as easy as I would like; a half screen of 6 recent books, with the other half taken up by ""recommended"" books is not as handy as a full-screen text list of my books would be. But the actual process of reading is easy, and there are a few tools for note taking and seeing how frequently other people highlight sections of text. Cross-book text searching is a great feature, if you need it, too.",MIXED
1171,This ia a great product and I would recommend it to anyone looking for entertainment.,POSITIVE
1172,I purchased this in order to stream Playstation Vue. It works very well for this. Amazon also offers 4K content - one of the few places you can get it for now.,POSITIVE
1173,"The Fire TV is an impressive device. There are tons of apps available and enough content for everyone. I recently cut the cord with Comcast and mostly view Prime content, which loads and plays quickly. The remote is super easy to use too. Great product and great value.",POSITIVE
1174,Great product works well especially enjoy the voice commands and the Ethernet cord works well. Love the apps and its very user friendly,POSITIVE
1175,"This Amazon Fire tablet is AMAZING. It's not an ipad or galaxy, but it still packs a ton of value into a nice package. You get a lot of nice features here, and not a lot of bull, as one would often expect from a device so cheap. The screen is surprisingly well made and durable. While it's not the sharpest one out there, it's not exactly blurry either at 1024 x 600 pixels. There is only a single speaker, and no sort of flashlight aside from the screen. The speaker gets to a decent volume, but I would not consider it to be loud. I took a leap of faith here in buying this and I am so very glad that I did because this tablet has far surpassed my expectations in every way. The games are smooth and fast with minimal lag from what I've seen so far. This plays demanding 3d games pretty well I may add. The Amazon store has a lot of cool free things to mess with when you first start out. It only took about a half an hour or so to set up and update everything. The micro sd slot accepts up to 128gb cards. Battery life is ok. If not gaming on this, you can expect 6 hours or more. With light use, this could last all day on a single charge. Video is smooth and the screen is nice and surprisingly bright. The responsiveness of the screen is spot on. I can't really mention any downfall , because there really isn't any. The one thing I will say could be better it the wifi. When set to default settings, wifi kept turning off on me. Once I set wifi up to be always on, it was much better. You usually get what you pay for. In this case, you get more. This unit feels like it could have easily cost well over $100. I'm just sad that I didn't yet get a protective case for mine. I would HIGHLY recommend this product to friends, family, or anyone who needs a nice tablet or wants a nice gift for someone. This Amazon Fire 7 inch tablet earns a solid 10 out of 10 stars from me. I'm picky too. If you are even slightly considering this, just buy it. You won't be disappointed.",POSITIVE
1176,My wife and I couldn't be happier with our Amazon Echo! With our home wifi it was so easy to setup ! Alexa what did we ever do without you ! Look if your looking at reviews then you've done some research and know what the Echo is all about and all it can do ! Don't hesitate buy it now !,POSITIVE
1177,"I bought this because we wanted to ""Cut the Cord"" and not having any real knowledge of how these things worked, i bought this and played with it for a while and now i could not live without it. The only limitations i have found are the companies (Networks) that do not have apps. I would recommend this to anyone looking to ""Cut the Cord"".",MIXED
1178,"We had a Netgear streaming device for years which was adequate until the remote quit functioning. After checking it out online and visiting the store I felt comfortable purchasing this device. It was easy to setup and get online. It is amazing how much faster, better and smoother our streaming has been. The built in apps are good and there were many more (free) apps that I found and installed without a problem. Some that I installed required that I have a cable TV subscription and so I had to ""log in"" to get them functional but not a big deal. The unit itself is not cheap in appearance nor in quality. It has a nice weight to it and feels substantially durable. The remote is great and the Android App is even better. My local Best Buy store had enough in stock and no hassles. We love our Amazon Fire TV!",POSITIVE
1179,Enjoy all the features of the tablets from gaming to pictures. Battery life is good as well,POSITIVE
1180,Great item. My teen lives it. This item offers more than just reading.,POSITIVE
1181,"I've been playing with this for a few weeks. It is not perfect, but it is great for listening to music and audiobooks. I don't like watching the news, so the ""Flash Briefing"" is very nice. Sometimes it does not get the full headline, but I get the gist of it, and I don't have to go through the depressing details. I'm looking forward to learning how to create my own skills for it. The speaker isn't the best I've ever heard, but it's definitely not the worst. The IFTTT integration is great, and I have setup triggers to many devices in my house and the Shopping List is great.",POSITIVE
1182,I was pretty impressed with this little device. It was easy to setup and works rather well. I had also bought a IPad Air 2 with 128GB during BF for $375. After playing around with the HD Fire I returned the Air 2 because it met my needs at a much lower price. I added a 64GB SD card and am downloading movies from Netflix. The HD display is very clear. Battery life could be a little better but overall I'm very satisfied with it. The free stuff you get with an Amazon Prime account is icing on the cake. I dig it!,POSITIVE
1183,great streaming box for watching great movies. amazon tv is fast and fluid to use. they have alot of movies.,POSITIVE
1184,Great product for children to enjoy for a low price.,POSITIVE
1185,"Overall it's okay, I don't like that it takes forever to charge.",MIXED
1186,This thing is ok. Next time we get electronics it will be Amason,NEUTRAL
1187,I purchased this so my daughter could read her online books. Perfect size!,POSITIVE
1188,I love this thing. Works great with wifi enabled smart home products.,POSITIVE
1189,Bought this for someone special. Has not been operated much yet.,NEGATIVE
1190,Good for pleasure not for work. But good value for what you pay.,MIXED
1191,"I replaced this with a fire stick hoping it would be faster, and it definitely is. It keeps apps opened to where you last left them, no more loading the app every time you turn on your tv. Well worth the extra $55.",POSITIVE
1192,Great tablet all around. Good for kids for the parental control options.,POSITIVE
1193,I purchased for a 7 year old perfect buy. She loved it,POSITIVE
1194,"We bought this Amazon Fire TV to use for our Sony PlayStation Vue package as part of our cord-cutting plan. We are also Amazon Prime members so it made sense for that application also. The picture is great on our Samsung 65"" 4K tv. The only drawback so far (why I only gave it 4 stars) is that our Logitech Harmony 650 remote will not operate it, thereby forcing us to keep track of the remote.",MIXED
1195,Very pleased with Fire TV. It works as described. Excellent item,POSITIVE
1196,So far I like the backlit feature. I felt the price was affordable. The battery life is not as long as my previous Kindle but it does a lot more so that is to be expected.,POSITIVE
1197,My son uses this tablet for movies and music and to surf the internet. For the money it has been fantastic.,POSITIVE
1198,Bought to use with PlayStation view as my tv provider. It works great so far.,POSITIVE
1199,What more can be said about the Echo? It is a quality device that works exactly as advertised.,POSITIVE
1200,"Didn't know how many lingering questions I had until I got an Amazon Echo. I mean, every little thing I want to know, I now just ask and hope Alexa knows. Very helpful to just get a quick answer to most things.",POSITIVE
1201,It's great to be hands free..just ask alexa to add to shopping list or play specific music..nice sound .. no typing required ... Love it,POSITIVE
1202,"The sound is better at mid to low volumes, but at max the voices are great... I also have the Echo tap and the echo dot... They all work Great,,, This one for sure has a bigger sound...",POSITIVE
1203,"One my favorite color ..................:.::::.::,",POSITIVE
1204,"This kindle is really good for the price. Screen is too small for me,but for my daughter it is perfect. Does a lot of cool things.",POSITIVE
1205,The screen is well lit and easy to read. The compact size is also quite nice.,POSITIVE
1206,The Echo with Alexa enabled is an excellent personal entertainment system. She is quite intuitive and always learning. Highly recommended.,POSITIVE
1207,"You aren't going to find a better tablet for this price. Loading non-amazon apps can be a pain and the OS is not the best, but it's great for games and reading.",MIXED
1208,"I got this because I could not read my books on my iPad at the beach. This allows me to read in the sun. Best product ever, great price",POSITIVE
1209,"Nice reader, good screen, easy to use, and the camera is a nice bonus.",POSITIVE
1210,Functional for anything you want to do. Not extremely fast but works pretty great,MIXED
1211,"Quality and packaging is nice.It's a Kindle USB charger, it works what more can I say.I also charge my Bluetooth earphones with this.",POSITIVE
1212,"I guess I thought you could ask it anything kinda like Google. You have to program everything it does,pretty limited right now. But still pretty cool",MIXED
1213,"Had the kindle 7th gen with no backlight and upgraded to the paperwhite. Was one of the best decisions I've made. You don't even notice that there IS a backlight because it blends in so well, and compared to the 7th gen is a night-and-day difference. Buy this, you will not regret it.",POSITIVE
1214,Great for searching and opening multiple apps at once.,POSITIVE
1215,Affordable tablet for kids to use. Great deal!!!!!!,POSITIVE
1216,"My cousin are really happy..nice working, good looking",POSITIVE
1217,Excellent ratio quality price. Lightweight. Good resolution and easy to use.,POSITIVE
1218,Wanted to cut the cable cord and heard from friends about fire tv. Gave it a go and so glad I did. We love the programming and we pay for the shows we want instead of overpaying for cable. Would highly recommend fire tv,POSITIVE
1219,This is the BEST tablet for the money anywhere on the planet!!,POSITIVE
1220,The sound is really good for a portable speaker. I have 2 dots but use this one in the living room to listen to music.,POSITIVE
1221,"Clear screen, color and size, grandson loves to play games on it and I like to have it with me to view emails during commercials while watching tv.",POSITIVE
1222,This FireTV is amazing in the way it can turn any tv into a smart tv. It is quick and responsive. We only using it for its streaming capabilities but so much more can be done with it. We also own a Firestick and they both seem the same for performance. So if you only plan on using its streaming capabilities you might want to look into the cheaper firestick.,POSITIVE
1223,I still have my own Kindle since a few years ago and it still works. I love it and my grandkids both love their kindles.,POSITIVE
1224,This tablet is a great value for the price point. Great functionality and value.,POSITIVE
1225,"Good tablet and a great price. I use it for reading, Netflix and email.",POSITIVE
1226,Love the Fire - play games on it every day. It is small enough to carry with you but powerful enough to watch movies.,POSITIVE
1227,Love love love this thing. I listen to all my jams in the morning while checking in the the forecast so I always if a sweater is needed. Lol,POSITIVE
1228,This is my third. I buy them for all my grandkids.,POSITIVE
1229,"Nice tablet. Love reading books on this, kid profile option is excellent",POSITIVE
1230,We love this tablet for our 2 year old. She can operate it on her own and it has a great variety of educational and learning games for her. We love that it has skype capabilities but the volume for skype is very quiet. Overall great tablet for a first tablet for kids!!,POSITIVE
1231,"My family and I constantly use Alexa to listen to music, help with cooking, check the weather, help with homework and listen to the news. One of my favorite purchases ever.",POSITIVE
1232,"The Echo is fun, functional and entertaining. The commands are appropriately responded to approximately 80% of the time. The ability to simply orally request songs by a specific artist or a specific song is amazing. The music catalogue is extremely large and wide ranging. News, weather and straight forward informational requests are almost always answered correctly and clearly. The technological applications are varied and growing. They don't interest me--yet. The music alone makes this device a marvel and a bargain.",POSITIVE
1233,This device works as well as all the reviews have claimed. It was so simple to set up and works very well.,POSITIVE
1234,Gets the job done,POSITIVE
1235,Love my Kindle Voyage. The size is much smaller than my older Kindle and the weight is much less. This helps as I take fm Kindle everywhere. Love the touch screen features.,POSITIVE
1236,Don't hesitate to buy. Very user friendly platform.,POSITIVE
1237,This is a great item to have. Integrates well with different home security items.,POSITIVE
1238,"Bought for my Grandson for Christmas. He loves it. Glad I went with the 16GB,Thanks to the advice of BEST Buy employee.",POSITIVE
1239,"I had a 7 inch kindle hd tablet. I wanted a larger screen so I purchased the 10 inch kindle. I am very happy with the device. I surf the web, play some games, read books, and process my email.",POSITIVE
1240,Just looking for an affordable tablet and found this one...very pleased!,POSITIVE
1241,Had no problem with the instructions available in the system itself. Enjoy the 'easy on the eyes' lighting.,POSITIVE
1242,My 11 year loves the Amazon Fire. It is user friendly.,POSITIVE
1243,"We have had a Fire Stick for quite some time that we use for our Playstation Vue subscription. I decided to purchase the Fire TV as a second Playstation Vue device because it has the wired ethernet option, and WiFi isn't a reliably fast enough connection for the streaming services. The Fire TV performs wonderfully, and is much snappier in performance than the Stick even in the menus. Our Apple TV has now been unused for several months.",POSITIVE
1244,Alexa keeps you updated on news and weather. Great to answer questions. Fun to use.,POSITIVE
1245,"I love my new kindle. I bought one earlier this summer for myself and just recently for my ten year old. One function that is awesome is its ability to work with the audible application. I can read on my kindle then audible will pick up where I left off, so I can continue with the read during my commute. My kindle will then propose to move my place to where I left off in audible. It has made my commute very purposeful because I am able to read literature for work a lot more efficiently. This may have been one of the smartest purchases I have ever made for professional development!",POSITIVE
1246,"Ive only had one tablet before this one so its great that this tablet didnt ""lose me"" in technology and also do everything I bought it for at the same time.",POSITIVE
1247,Apps and streaming run great. Searching and growing movie and show selection could use some tweets.,POSITIVE
1248,"Don't know why I waited so long to ""CUT THE CORD"" and with AmazonProducts like these it's definitely a ""NO BRAINER"".",POSITIVE
1249,"Simple to use, a must own if you have Amazon Prime",POSITIVE
1250,Alexa works great. It was easy to set-up and to us. My wife uses it for playing music through her iPhone and is very happy with it. I am always finding and learning new things with Alexa.,POSITIVE
1251,Bought it for my niece and nephews as a beginner tablet and turned out pretty well. Value buy.,POSITIVE
1252,This is a great item!!! You can ask her basically anything and she will let you know the answer. Even How much wood could a woodchuck chuck if a woodchuck could chuck wood.,POSITIVE
1253,"The one I have been using, generic, is so bad. You have to mess with it to get it to work. I really love this one . Small and plugs in nice and tight.",MIXED
1254,A little difficult for inexperienced to setup but good price.,MIXED
1255,I will start off with the fact that I like paper books a lot. I bought the e reader because it's light and can travel with multiple books. The interface is fairly easy to use and it holds a lot of books. The automatic light feature doesn't work as nicely as I would. Overall I am happy with the purchase but there are features that could make it a 5.,MIXED
1256,"After about two weeks I ended up returning this item. It constantly froze and when it was working it was no faster than my fire stick.The voice search was a joke. I'm pretty tied in to the Amazon ecosystem, I love my Echo, but I was disappointed with this device. And for a hundred dollars? No thanks.",NEGATIVE
1257,I like my Kindle. This device could be a later technology. For the price Amazon could include more features.,POSITIVE
1258,The Amazon Echo worked so well I purchased 3 Dots. Very good speech recognition and text to voice. The more I learn the more I like it.,POSITIVE
1259,"We have several Alexa units throughout our home and love the way it will control lights, TV, and Thermostats.",POSITIVE
1260,"The Fire Tv is fast and reliable. With the ease of setup and expandability of this product, it's a no brainer BUY!",POSITIVE
1261,"My granddaughter used her phone constantly to play games and when she needed to make a call phone is dead. Now with tablet, she FaceTime me more and her phone now keep a chatge.",NEGATIVE
1262,"Finnally decided to read book on eink instead of ipad and got this kindle.I just love it, it is amazing. The text is crispy just like real ink, and the backlight is helful in all lighting conditions. Kindle books are cheaper, so buying this reader actually saves you a lot of money.",POSITIVE
1263,I Bought This For My Five Year Sister. It's Easy To Use & She Loves It. She Had A Nabi Before But The Charger Port Wasn't Suited For A Young Child It Was Easy To Break. This Tablet Is Ten Times Better All Around.,POSITIVE
1264,Great way to listen to music and great questions answered.,POSITIVE
1265,"Control it all with your voice, need I say more? Very user friendly and easy to set up. Once you start using Echo, you will wonder why you didn't before.",POSITIVE
1266,"Great product no complaints, spend a little extra on good internet and never worry about cable.",POSITIVE
1267,It's a 16 GB mini-computer and camera perfect for trips.,POSITIVE
1268,This is much better than the echo. The sound is great,POSITIVE
1269,Brought it as a Christmas gift and then I fell in love with it after setting it up. small and simple.,POSITIVE
1270,bought for grand kids front camera rear camera wifi ready games they caN SKYPE SO MANY THINGS you can use it for 2 YEAR NO QUETION WARENTY its your best buy,POSITIVE
1271,Got this for my 3 year old daughter and she loves it.,POSITIVE
1272,"Have tried using an iPad and other devices for reading, I was worried this would not work for my needs. Light as a book, even lighter, I don't mind laying in bed or reclining on the couch to read anymore. Good for reading heavier books that would cause arm strain to hold while reading. Bright at night enough to read with the lights off but not bright enough to bother my wife who is sleeping",POSITIVE
1273,"I used to have a old version of kindle, and this one is a great improvement, the resolution is great and the backlight is especially convenient",POSITIVE
1274,"I bought 2, hardest part was going from iOS to learning to use the kindle fire. My daughter and brother love it!",POSITIVE
1275,"This was easy to set up. Easier to have your Hue lights already in place and then run ""discovery"". I watched You tube videos before setting up and it was not hard at all. Need to download the free app Amazon Echo. It connected with Philips hue lights. To connect with my nest thermostat I needed the IFTTT app. (Echo sends your command via the IFTTT app to nest. Thinking about getting another for other room.",POSITIVE
1276,Fire tablets most most awesome with lots of good images,POSITIVE
1277,much faster and stable than the fire tv stick... definitely worth the upgrade,POSITIVE
1278,This is my first tablet and I really like it. Easy to use and I like the touch screen a lot better then the tablet my kid got at another store. Perfect size for my hand.,POSITIVE
1279,Finally an affordable name brand tablet with all the bells and whistles. Amazon has outdone it's self with this little gem.,POSITIVE
1280,"For the price, this tablet is great! Does what is needed and its sleek.",POSITIVE
1281,I would recommend this item who likes watching current TV and Movies and also the archived shows & movies,POSITIVE
1282,"I bought this on Black Friday because of the $35 price. I wanted one since I enjoyed using my wife's. This one is a little smaller than hers, but it works wonderful. I have a lot of books downloaded & about 5 games. It has 8gb of memory so it can't handle a ton of games. It can handle those no problem. I really enjoy reading on this before bed and when I need to pass time.",POSITIVE
1283,I love that this tablet came preloaded. All we needed to do was charge it and my child had access to many books at an appropriate level.,POSITIVE
1284,"I was excited to purchase the Amazon Echo, but when I thought that I could carry it out on the beach I was a little disappointed. If it had the capabilities to have a battery life to use without being plugged up it would be excellent.",MIXED
1285,Awesome device for my six year old. Very safe useage,POSITIVE
1286,It was easy to set up and very quick on the upload.,POSITIVE
1287,I purchased the FireTV to integrate into my Control4 system as a media streaming device. It has worked flawlessly in the mode. I'm still getting used to the controls but they seem pretty straight forward.,POSITIVE
1288,Amazon fire tv has everything you will ever need in terms of streaming. I only carry local cable channels since purchasing this box,POSITIVE
1289,This was very easy to use and set up and it's fun to have around the house,POSITIVE
1290,"This device is great for bringing in content to your tv. This device has a wired Ethernet port, USB and a micro SD card slot.",POSITIVE
1291,"Bought this for my grandkids - they love talking to it, asking questions, and playing music. It keeps them occupied all the time!",POSITIVE
1292,Worked as expected and can use my old docking station,POSITIVE
1293,easy to use and navigate. controller is not complicated.,POSITIVE
1294,"I have been very hesitant of cutting that cable cord, but I decided to buy the Amazon Fire TV and test it out. I cut the cable cord the next day. Well worth the purchase and the savings from not having cable tv.",POSITIVE
1295,Great deal for a handy tablet. I have no complaints.,POSITIVE
1296,"As a standalone charger, this one does pretty good and I like the versatility to charge other items with the USB female plug vs. something hardwired that allows me to charge other USB-type devices in addition to something that uses a micro USB port.Charging time is faster for a Kindle Fire vs. my regular e-Ink Kindle charger, but since I haven't - and rarely - fully drain one of my Fires I cannot comment on the faster aspect for charging a Fire: I just know it works, and it does seem to charge my phone faster than the plug that came from Verizon. Thats not a shocker as this one is 9 watts vs. 5 for the normal charger.This is a replacement model to the original 9W PowerFast charger. Rather than the prior models square look this one is longer in a rectangular form and sticks out further from the socket. That seems to add more clutter to a wall socket. This years model also has rigid prongs (what you stick into the electrical socket) vs. the fold-down version of the prior model that gives it a lower profile. I didnt think too much of it at first, but the longer profile of the rectangular design, in addition to the electrical prongs not folding down into the charger, means it takes up a little bit more room in my laptop bag. Thats not good for me as now it wont fit in a side pocket for my brand of laptop bag and goes into the general pile of stuff that floats around in the main bag.19.99 seems to be a lot for an adapter of this power size, and it is: despite my comments on the changes above, the PowerFast chargers Amazon makes do seem to last. Ive never had one break as other brands do, I just keep leaving them in random hotels and airports while traveling and have to buy another! If you are looking for a solid and longer-lasting charger for your tablet, I would recommend this one.",POSITIVE
1297,Brought this Tablet for a child and she loves it very much,POSITIVE
1298,It does its job but I would buy one which the screen is brighter. There are times that it's difficult to read because screen is not too bright,MIXED
1299,Echo is the best way to have any songs (over a million) with just one command to Alexa. All the many features make for a wonderful piece of technology enjoyed by all ages. So helpful and entertaining!!!Love it!,POSITIVE
1300,Bought this for my grand-daughter as a replacement for her Toshiba pad--same size and features. Seems to work as well or better. Small cost and Best Buy has inexpensive add'l warranty.,POSITIVE
1301,I bought this tablet for my mom and she loves it!!! Very easy to use.,POSITIVE
1302,Nice tablet. Screen is clear even though not high level HD. Amazon features with android capabilities work well!,POSITIVE
1303,"The Amazon Echo is a lot of fun and very useful. The ability to add events to a calendar, get the weather and news and play music from your amazon account and others really rocks!!",POSITIVE
1304,Great product! Lots of channels from everywhere. Easy set up,POSITIVE
1305,"easy to read, great product When I use different readers they keep tract of where I am in each.",POSITIVE
1306,"My first Kindle, but the backlight feature is great",POSITIVE
1307,This e reader is very excellent.The screen is a bit small but you can accommodate.,POSITIVE
1308,Love my echo and going to purchase a second one for an RV.,POSITIVE
1309,Good tablet. Gave as gift and person enjoys it. Recommend,POSITIVE
1310,"Great tablet, amazing price got it as a gift and they loved it,",POSITIVE
1311,Inexpensive alternative to standard Kindle e-readers.,POSITIVE
1312,The kindle is easy on the eyes to read. The light doesn't make the screen look like a computer screen which I was worried about. Simple and easy to use.,POSITIVE
1313,I was reluctant to replace my previous Kindle Fire because I wasn't sure I would like it as well. I am pleased to say I'm loving it!,POSITIVE
1314,"The old Fire TV's had an optical audio out S/PDIF, the new ones only have an HDMI output. Great if you have a new A/V setup that has HDMI pass-through on the receiver, not so good if you want to run video through HDMI and audio to your receiver.I should have probably considered a Roku.",NEGATIVE
1315,I cut the cord with cable and decided to try the Amazon Fire tv and it is amazing. Amazon Fire tv is the only box to offer basically all services. I did a lot of research and I am glad I went with this box!,POSITIVE
1316,Great for reading anytime of day. Size is perfect.,POSITIVE
1317,I am more interested in a reader not a tablet the one thing I don't like about this reader is I cannot make the font when reading large enough,NEGATIVE
1318,"I do love the Echo. I loved it so much, I bought 2 plus a tap. The only / biggest problems are that some times she doesn't hear / understand me. Also, she doesn't have a Bluetooth connection to my stereo. Otherwise, we use it all of the time.",MIXED
1319,"It is great , I like it very much. I can find anything you want.",POSITIVE
1320,"I love the Echo. Good speakers, great reminder and note taker. While listening to the radio while cooking dinner I also use it for a timer. It sits on my counter, taking up very little room. Love it!",POSITIVE
1321,My few family members bought at least one or two as gift. All the kids seem to enjoy,POSITIVE
1322,my son loves his new tablet. now he can play his games without making a mess of my phone.,POSITIVE
1323,works great the only thing they need to add is the ability to customize actions and commands,MIXED
1324,This a great tablet for kids ...my twins had them last year but one of them broke because my daughter dropped it...so she is requesting another one for Christmas ...it serves its purpose for the price,MIXED
1325,I love my Firestick! I dropped my cable a year ago and dont miss it at all!,POSITIVE
1326,They were using them on Christmas morning!! It didn't take them long too be getting the best from those tablets,POSITIVE
1327,Very good picture and it even takes pictures which is awwsome. You even get a free month of Amazon prime which came in very handy around Christmas Time,POSITIVE
1328,For $50 you are getting a quality device that is perfect for web browsing and media streaming.,POSITIVE
1329,Best bang for your buck for a tablet for a kid to start off with,POSITIVE
1330,You can watch almost anything on this thing and the quality is amazing!,POSITIVE
1331,Came in great packaging. Everything is there. Works great!,POSITIVE
1332,Can't beat the price a lot cheaper than other companies prices for a tablet and it works well,POSITIVE
1333,Serves my needs as required. Sound is good. Ability to move device where required is ideal,POSITIVE
1334,Love it! Glad I got the one with voice command. Don't have extra speakers so this works better than the dot for me.,POSITIVE
1335,It is just an average tablet. Bit slow but is a good option for people on budget,MIXED
1336,I use it a lot everyday to control my lights (with TP-LINK bulbs)Setup was extremely easy. it understands me better than Siri,POSITIVE
1337,"love the battery life, the ability to read in sunlight",POSITIVE
1338,Got this tablet for my 7yr old daughter and it has been great for her. It's the right size for her little hands. Only drawback is the you can not get google apps on it. Apps have to be from Amazon and they might not have the app you want.,MIXED
1339,"it didn't work I had to return it after Christmas and buy something else, made for a wonderful Christmas mourning",NEGATIVE
1340,"It's so much fun to use, and helpful. Plays music, reports weather/traffic, even reads Wikipedia articles. Great item.",POSITIVE
1341,"Saw quite a few youtube videos on this product and thought it would be fun to have. We have it downstairs in a split level house and keep it downstairs. We should probably buy another one to keep upstairs! Works great. Voice recognition is superb. We use it to check traffic, play Pandora stations and answer various questions. Don't have any home automation stuff yet, but that may be next!",POSITIVE
1342,Our 4 year old granddaughter loves playing the games on the tablet. There is a great variety for her to choose from. She also loves taking pictures with it.,POSITIVE
1343,it does a lot LESS than you would expect. the advertisements is about all it does. no need to spend this large amount of money to listen to music you have on your phone. any info you get on the echo you get on your phone.,POSITIVE
1344,Great for ppl that use Amazon and Amazon products. The price was great to.,POSITIVE
1345,Great device. I purchased this for my uncle. I have the same device and it works great for our needs. I use it mainly for games and reading.,POSITIVE
1346,"My granddaughter is very happy great for kids to learn , reading help",POSITIVE
1347,"I was intrigued by this device and wanted to give it a try. I also have the Bose sound link mini and have to say the sound quality for music is better on the Bose if music is the sole reason for your purchase. For information and requesting a quick song or radio station, this thing rocks. You have to take time letting Alexa learn your voice but overall, the voice recognition is much better than Siri. My one complaint is that it doesn't sync with my Apple Calendar. Come on Amazon, cut a deal with Apple! Anyway, I give this a thumbs up and a 4 star rating. Get one. You won't have buyer's remorse.",MIXED
1348,Easy to use with great picture. I would recommend it to a friend.,POSITIVE
1349,"This e reader is very lightweight, holds a charge for days and is easy to use. Be aware that the display is only black and white so books with pictures are not the best on here. Besides that it is great at reducing eye strain and the backlit screen makes for added versatility.",MIXED
1350,"I love using to check my e-mails, go facebook, trying to figure how to use the camera. Once I do I'll start using it.",POSITIVE
1351,Bought for my wife. She seems to love it. Links to Internet and phone very easy. Easily understands voices from multiple people with different accents. Turns kitchen into an instant dance floor during cooking.,POSITIVE
1352,the paperwhite makes reading in all conditions a pleasure.,POSITIVE
1353,this tablet is great for reading the text is not a good as it is on my tab s2 9.7 in but this is about $200 cheaper i got it because i wanted a more natural book feel reading my books and the tab s2 was not doing it for me,MIXED
1354,"Great product, easy to hook up and use. Alexa is easy to use as well.",POSITIVE
1355,We purchased these for our twin 4 yr olds. These are working out great for them.,POSITIVE
1356,"It is an affordable tablet and thaks to Amazon, you are able to have a variety of music, games and films.",POSITIVE
1357,I get frustrated with this alot. I like being able to speak commands but she never seems to know much even though we add skills to her. She is always saying she doesnt know that. The speaker is not the quality that I would expect for the price.,NEGATIVE
1358,"This is a great tablet. It has amazing storage. I use mine daily. Great for reading, surfing the web and games. The one small thing I don't like is Amazon prime shows are a bit dark for some reason. Hulu and Netflix work wonderful.",POSITIVE
1359,This is my third Amazon Kindle and by far it is the best one. The adaptive lighting really helps as it is easy on the eyes. The battery lasts for weeks on a normal charge and charges to full pretty fast.I still enjoy the eink displays over a regular phone or tablet for extended reading periods.The kindle voyage is light weight and I was able to easily find cases and accessories online.I highly recommend the kindle voyage over the other kindle readers because of the advanced features.,POSITIVE
1360,"It has some cool uses when it comes to books, music and home controls. However it needs better capability for voice control and command.",MIXED
1361,Grandson loves his new tablet. Had to set him up as an adult because Amazon had too many restrictions for child account,POSITIVE
1362,This has been a wonderful tablet for our 9 year old son. I was able to set reading achievements that he must complete before he can play his games or watch videos. I like how you can secure it and adjust the setting to what we find appropriate for our child.,POSITIVE
1363,"Works great, has a great display, easy to use. Rivals other more expensive brands.",POSITIVE
1364,Bought it as a Christmas present based on input from a friend of mine,NEUTRAL
1365,This firestick have made me completely independent from cable tv...,POSITIVE
1366,Love it!! I can carry it and use it anywhere! I've already purchased 4more as gifts! My family really enjoyed getting them!,POSITIVE
1367,"i have been looking at tablets for a long time, most of them a little expensive for what i would use it for. This tablet lets me read, email, searches and the best part I can buy books through amazon and not have to carry heavy books with me when i travel",POSITIVE
1368,Echo works great and she is much funnier then Siri for sure and they are expanding her capacity all the time. Well worth the money,POSITIVE
1369,My mom love this tablet. The graphics is cool and neat and my mom can see everything.,POSITIVE
1370,I need a table that had more memory to start with. This fit the bill. I had a kindle before but mine did not have a camera like this one . This make it easier to capture picture instead of having to stop and use my phone.,POSITIVE
1371,Bought two for my kids they love them. Great for the price.,POSITIVE
1372,"I bought this as a Christmas gift for my sister, and she can't put it down. Battery life is great, and she has found so many great books to read at great prices, and even some free titles she is excited to start reading. It is smaller than I expected, but that makes it easier to take on trips.",POSITIVE
1373,The Amazon Echo like living 20 years in the future. We have not even touched the possibilities of this amazing machine.,POSITIVE
1374,Well done Amazon - easy to set up and use - well made product.,POSITIVE
1375,This is by far the best streaming device I've ever owned!,POSITIVE
1376,This is a great product that is also a lot of fun.,POSITIVE
1377,Got this kindle as a Christmas present for my mother and she absolutely loved it. She enjoys reading at night but hates how dim the lights are when she reads a book. This was a perfect compromise!,POSITIVE
1378,Purchased as a gift for a family member who just wanted to be able to watch videos and play games while his wife shopped. Wonderful beginner tablet and no issues so far. Very user friendly.,POSITIVE
